instance_name,provider,region,vcpus,memory_gb,storage_gb,storage_type,hourly_cost,monthly_cost,spot_price,currency,instance_family,network_performance,last_updated
r5.2xlarge,AWS,Asia Pacific (Singapore),8,64.0,0,EBS only,0.608,443.84,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:40:54.742314
i3.large,AWS,Asia Pacific (Hong Kong),2,15.25,1,1 x 475 NVMe SSD,0.206,150.38,,USD,Storage optimized,Up to 10 Gigabit,2025-08-27 14:40:54.742377
r5a.24xlarge,AWS,Canada (Central),96,768.0,0,EBS only,5.952,4344.96,,USD,Memory optimized,20 Gigabit,2025-08-27 14:40:54.742441
hpc7a.96xlarge,AWS,Asia Pacific (Malaysia),192,768.0,0,EBS only,9.0793,6627.889,,USD,Compute optimized,300 Gigabit,2025-08-27 14:40:54.742505
c5n.xlarge,AWS,Asia Pacific (Hong Kong),4,10.5,0,EBS only,0.286,208.77999999999997,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:40:54.742569
c7g.large,AWS,Mexico (Central),2,4.0,0,EBS only,0.0761,55.553,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:40:54.742635
f1.16xlarge,AWS,US West (Oregon),64,976.0,4,4 x 940 NVMe SSD,13.2,9636.0,,USD,FPGA Instances,25 Gigabit,2025-08-27 14:40:54.742660
c6g.large,AWS,US West (Oregon),2,4.0,0,EBS only,0.068,49.64,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:54.742720
r7g.xlarge,AWS,Europe (Zurich),4,32.0,0,EBS only,0.2842,207.466,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:40:54.742787
d3en.8xlarge,AWS,Asia Pacific (Jakarta),32,128.0,16,16 x 14000 HDD,5.27168,3848.3264,,USD,Storage optimized,50 Gigabit,2025-08-27 14:40:54.742852
r7i.metal-24xl,AWS,South America (Sao Paulo),96,768.0,0,EBS only,10.1304,7395.192,,USD,Memory optimized,37500 Megabit,2025-08-27 14:40:54.743152
m6id.metal,AWS,Asia Pacific (Thailand),128,512.0,4,4 x 1900 NVMe SSD,8.05376,5879.2448,,USD,General purpose,50000 Megabit,2025-08-27 14:40:54.743257
r5d.large,AWS,EU (Paris),2,16.0,1,1 x 75 NVMe SSD,0.169,123.37,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:40:54.743433
c6i.32xlarge,AWS,Canada West (Calgary),128,256.0,0,EBS only,5.952,4344.96,,USD,Compute optimized,50000 Megabit,2025-08-27 14:40:54.743530
r8i.96xlarge,AWS,US East (Ohio),384,3072.0,0,EBS only,26.67264,19471.0272,,USD,Memory optimized,100000 Megabit,2025-08-27 14:40:54.743566
i4i.12xlarge,AWS,Asia Pacific (Melbourne),48,384.0,3,3 x 3750 NVMe SSD,4.937,3604.01,,USD,Storage optimized,28125 Megabit,2025-08-27 14:40:54.743649
x1e.16xlarge,AWS,AWS GovCloud (US-East),64,1952.0,1,1 x 1920 SSD,16.0,11680.0,,USD,Memory optimized,10 Gigabit,2025-08-27 14:40:54.743857
hpc7g.8xlarge,AWS,EU (Ireland),32,128.0,0,EBS only,1.8059,1318.307,,USD,Compute optimized,200 Gigabit,2025-08-27 14:40:54.743966
m6i.large,AWS,Asia Pacific (Malaysia),2,8.0,0,EBS only,0.102,74.46,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:40:54.744064
r8i-flex.8xlarge,AWS,Europe (Spain),32,256.0,0,EBS only,2.36288,1724.9024000000002,,USD,Memory optimized,Up to 15000 Megabit,2025-08-27 14:40:54.744097
m7i.16xlarge,AWS,Middle East (UAE),64,256.0,0,EBS only,3.95488,2887.0624000000003,,USD,General purpose,25000 Megabit,2025-08-27 14:40:54.744215
m5d.xlarge,AWS,Middle East (Bahrain),4,16.0,1,1 x 150 NVMe SSD,0.277,202.21,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:40:54.744315
inf1.2xlarge,AWS,Asia Pacific (Mumbai),8,16.0,0,EBS only,0.381,278.13,,USD,Machine Learning ASIC Instances,Up to 25 Gigabit,2025-08-27 14:40:54.744399
i7i.metal-48xl,AWS,EU (London),192,1536.0,12,12 x 3750 NVMe SSD,21.025,15348.249999999998,,USD,Storage optimized,Up to 100 Gigabit,2025-08-27 14:40:54.744432
c6gn.xlarge,AWS,EU (Milan),4,8.0,0,EBS only,0.2064,150.672,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:40:54.744508
r7iz.metal-32xl,AWS,US East (Ohio),128,1024.0,0,EBS only,11.904,8689.92,,USD,Memory optimized,50000 Megabit,2025-08-27 14:40:54.744594
c7i.metal-24xl,AWS,Asia Pacific (Singapore),96,192.0,0,EBS only,4.9392,3605.6159999999995,,USD,Compute optimized,37500 Megabit,2025-08-27 14:40:54.744676
c6in.4xlarge,AWS,Middle East (Bahrain),16,32.0,0,EBS only,1.1256,821.688,,USD,Compute optimized,Up to 50000 Megabit,2025-08-27 14:40:54.744760
r5d.24xlarge,AWS,Asia Pacific (Tokyo),96,768.0,4,4 x 900 NVMe SSD,8.352,6096.96,,USD,Memory optimized,25 Gigabit,2025-08-27 14:40:54.744841
c6gn.4xlarge,AWS,US West (Oregon),16,32.0,0,EBS only,0.6912,504.576,,USD,Compute optimized,25 Gigabit,2025-08-27 14:40:54.744921
x2iedn.4xlarge,AWS,Asia Pacific (Malaysia),16,512.0,1,1 x 475 NVMe SSD,4.35173,3176.7628999999997,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:40:54.745003
m5n.large,AWS,Asia Pacific (Singapore),2,8.0,0,EBS only,0.146,106.58,,USD,General purpose,Up to 25 Gigabit,2025-08-27 14:40:54.745078
m7a.48xlarge,AWS,US East (N. Virginia),192,768.0,0,EBS only,11.12832,8123.6736,,USD,General purpose,50000 Megabit,2025-08-27 14:40:54.745149
t4g.medium,AWS,Asia Pacific (Singapore),2,4.0,0,EBS only,0.0424,30.952,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:40:54.745219
m7gd.xlarge,AWS,Mexico (Central),4,16.0,1,1 x 237 NVMe SSD,0.2242,163.666,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:40:57.223020
m6id.2xlarge,AWS,Europe (Spain),8,32.0,1,1 x 474 NVMe SSD,0.5292,386.31600000000003,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:40:57.223444
i8g.2xlarge,AWS,Europe (Spain),8,64.0,1,1 x 1875GB,0.7564,552.172,,USD,Storage optimized,Up to 12 Gigabit,2025-08-27 14:40:57.223561
m7i.metal-24xl,AWS,Middle East (UAE),96,384.0,0,EBS only,5.93232,4330.5936,,USD,General purpose,37500 Megabit,2025-08-27 14:40:57.223748
r7a.16xlarge,AWS,US East (Ohio),64,512.0,0,EBS only,4.8688,3554.224,,USD,Memory optimized,25000 Megabit,2025-08-27 14:40:57.223958
c6g.large,AWS,Israel (Tel Aviv),2,4.0,0,EBS only,0.0766,55.918,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.224135
m7g.4xlarge,AWS,EU (Frankfurt),16,64.0,0,EBS only,0.7821,570.933,,USD,General purpose,Up to 15 Gigabit,2025-08-27 14:40:57.224307
r5ad.24xlarge,AWS,US East (N. Virginia),96,768.0,4,4 x 900 NVMe SSD,6.288,4590.24,,USD,Memory optimized,20 Gigabit,2025-08-27 14:40:57.224496
i8g.16xlarge,AWS,EU (Frankfurt),64,512.0,4,4 x 3750GB,6.5472,4779.456,,USD,Storage optimized,Up to 37.5 Gigabit,2025-08-27 14:40:57.224563
m8g.12xlarge,AWS,EU (Stockholm),48,192.0,0,EBS only,2.28912,1671.0576,,USD,General purpose,22.5 Gigabit,2025-08-27 14:40:57.224725
r5.xlarge,AWS,South America (Sao Paulo),4,32.0,0,EBS only,0.402,293.46000000000004,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:40:57.224909
c3.2xlarge,AWS,Asia Pacific (Singapore),8,15.0,2,2 x 80 SSD,0.529,386.17,,USD,Compute optimized,High,2025-08-27 14:40:57.225082
c6i.2xlarge,AWS,US East (Miami),8,16.0,0,EBS only,0.425,310.25,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:40:57.225441
m8g.xlarge,AWS,US West (N. California),4,16.0,0,EBS only,0.20944,152.8912,,USD,General purpose,Up to 12.5 Gigabit,2025-08-27 14:40:57.225555
c7i.8xlarge,AWS,US East (Ohio),32,64.0,0,EBS only,1.428,1042.44,,USD,Compute optimized,12500 Megabit,2025-08-27 14:40:57.225664
c7i-flex.large,AWS,Asia Pacific (Mumbai),2,4.0,0,EBS only,0.08479,61.8967,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:40:57.225766
m6a.12xlarge,AWS,Asia Pacific (Tokyo),48,192.0,0,EBS only,2.6784,1955.232,,USD,General purpose,18750 Megabit,2025-08-27 14:40:57.225866
m5n.12xlarge,AWS,EU (Frankfurt),48,192.0,0,EBS only,3.384,2470.3199999999997,,USD,General purpose,50 Gigabit,2025-08-27 14:40:57.225966
m7i.xlarge,AWS,Asia Pacific (Sydney),4,16.0,0,EBS only,0.252,183.96,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:40:57.226061
c7a.2xlarge,AWS,EU (Stockholm),8,16.0,0,EBS only,0.43952,320.8496,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:40:57.226154
m6id.metal,AWS,Canada (Central),128,512.0,4,4 x 1900 NVMe SSD,8.4672,6181.0560000000005,,USD,General purpose,50000 Megabit,2025-08-27 14:40:57.226249
c6id.24xlarge,AWS,Asia Pacific (Tokyo),96,192.0,4,4 x 1425 NVMe SSD,6.1488,4488.624,,USD,Compute optimized,37500 Megabit,2025-08-27 14:40:57.226351
m7g.2xlarge,AWS,Asia Pacific (Jakarta),8,32.0,0,EBS only,0.408,297.84,,USD,General purpose,Up to 15 Gigabit,2025-08-27 14:40:57.226447
r5.24xlarge,AWS,AWS GovCloud (US-East),96,768.0,0,EBS only,7.248,5291.04,,USD,Memory optimized,25 Gigabit,2025-08-27 14:40:57.226553
c6a.48xlarge,AWS,South America (Sao Paulo),192,384.0,0,EBS only,11.3184,8262.432,,USD,Compute optimized,50000 Megabit,2025-08-27 14:40:57.226644
t3a.nano,AWS,Canada (Central),2,0.5,0,EBS only,0.0052,3.796,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:40:57.226746
c6g.xlarge,AWS,Asia Pacific (Thailand),4,8.0,0,EBS only,0.1333,97.309,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.226839
r7a.16xlarge,AWS,Asia Pacific (Tokyo),64,512.0,0,EBS only,5.87328,4287.4944000000005,,USD,Memory optimized,25000 Megabit,2025-08-27 14:40:57.226932
c6g.4xlarge,AWS,South America (Sao Paulo),16,32.0,0,EBS only,0.8384,612.032,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.227025
p5en.48xlarge,AWS,Asia Pacific (Seoul),192,2048.0,8,8 x 3840 NVMe SSD,87.34848,63764.3904,,USD,GPU instance,3200 Gigabit,2025-08-27 14:40:57.227064
c6id.16xlarge,AWS,EU (London),64,128.0,2,2 x 1900 NVMe SSD,3.864,2820.72,,USD,Compute optimized,25000 Megabit,2025-08-27 14:40:57.227152
d3.4xlarge,AWS,Europe (Zurich),16,128.0,12,12 x 2000 HDD,2.895,2113.35,,USD,Storage optimized,Up to 15 Gigabit,2025-08-27 14:40:57.227247
c7g.8xlarge,AWS,AWS GovCloud (US-West),32,64.0,0,EBS only,1.3872,1012.656,,USD,Compute optimized,15 Gigabit,2025-08-27 14:40:57.227345
r5.metal,AWS,Asia Pacific (Melbourne),96,768.0,0,EBS only,7.248,5291.04,,USD,Memory optimized,25 Gigabit,2025-08-27 14:40:57.227437
c7i.2xlarge,AWS,Asia Pacific (Sydney),8,16.0,0,EBS only,0.4662,340.326,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:40:57.227530
c6a.16xlarge,AWS,Canada (Central),64,128.0,0,EBS only,2.6784,1955.232,,USD,Compute optimized,25000 Megabit,2025-08-27 14:40:57.227621
c6in.large,AWS,Israel (Tel Aviv),2,4.0,0,EBS only,0.13451,98.19229999999999,,USD,Compute optimized,Up to 25000 Megabit,2025-08-27 14:40:57.227802
r6gd.8xlarge,AWS,Asia Pacific (Mumbai),32,256.0,1,1 x 1900 NVMe SSD,1.1958,872.934,,USD,Memory optimized,12 Gigabit,2025-08-27 14:40:57.227894
m6gd.2xlarge,AWS,Asia Pacific (Thailand),8,32.0,1,1 x 475 NVMe SSD,0.3842,280.466,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:40:57.227986
r6in.large,AWS,EU (Frankfurt),2,16.0,0,EBS only,0.20826,152.0298,,USD,Memory optimized,Up to 25000 Megabit,2025-08-27 14:40:57.228077
i3.metal,AWS,EU (Ireland),72,512.0,8,8 x 1900 NVMe SSD,5.504,4017.9199999999996,,USD,Storage optimized,25 Gigabit,2025-08-27 14:40:57.228142
x1.16xlarge,AWS,AWS GovCloud (US-West),64,976.0,1,1 x 1920 SSD,8.003,5842.1900000000005,,USD,Memory optimized,High,2025-08-27 14:40:57.228241
r7gd.2xlarge,AWS,EU (Ireland),8,64.0,1,1 x 475 NVMe SSD,0.6048,441.504,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:40:57.228338
c5a.4xlarge,AWS,US East (N. Virginia),16,32.0,0,EBS only,0.616,449.68,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.228434
c5n.xlarge,AWS,US West (Oregon),4,10.5,0,EBS only,0.216,157.68,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:40:57.228529
m6idn.4xlarge,AWS,Europe (Spain),16,64.0,1,1 x 950 NVMe SSD,1.39344,1017.2112,,USD,General purpose,Up to 50000 Megabit,2025-08-27 14:40:57.228621
m7gd.4xlarge,AWS,EU (Stockholm),16,64.0,1,1 x 950 NVMe SSD,0.9072,662.256,,USD,General purpose,Up to 15 Gigabit,2025-08-27 14:40:57.228712
c5d.4xlarge,AWS,US East (Atlanta),16,32.0,1,1 x 400 NVMe SSD,0.96,700.8,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.228748
c7i.48xlarge,AWS,Asia Pacific (Tokyo),192,384.0,0,EBS only,10.7856,7873.488,,USD,Compute optimized,50000 Megabit,2025-08-27 14:40:57.228838
m5.2xlarge,AWS,US West (Denver),8,32.0,0,EBS only,0.48,350.4,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:40:57.228873
r5n.4xlarge,AWS,US East (N. Virginia),16,128.0,0,EBS only,1.192,870.16,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:40:57.228964
c6gn.2xlarge,AWS,Asia Pacific (Osaka),8,16.0,0,EBS only,0.43688,318.9224,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:40:57.229058
r5n.xlarge,AWS,EU (London),4,32.0,0,EBS only,0.35,255.49999999999997,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:40:57.229150
inf1.6xlarge,AWS,EU (Stockholm),24,48.0,0,EBS only,1.254,915.42,,USD,Machine Learning ASIC Instances,25 Gigabit,2025-08-27 14:40:57.229241
i3en.metal,AWS,EU (Stockholm),96,768.0,8,8 x 7500 NVMe SSD,11.376,8304.48,,USD,Storage optimized,100 Gigabit,2025-08-27 14:40:57.229333
r5n.12xlarge,AWS,EU (Ireland),48,384.0,0,EBS only,4.008,2925.84,,USD,Memory optimized,50 Gigabit,2025-08-27 14:40:57.229515
g6e.16xlarge,AWS,EU (Frankfurt),64,512.0,1,1 x 1900 GB NVMe SSD,9.47454,6916.414199999999,,USD,GPU instance,35 Gigabit,2025-08-27 14:40:57.229608
m8g.metal-24xl,AWS,Asia Pacific (Singapore),96,384.0,0,EBS only,5.3856,3931.4880000000003,,USD,General purpose,40 Gigabit,2025-08-27 14:40:57.229783
m5d.large,AWS,Middle East (Bahrain),2,8.0,1,1 x 75 NVMe SSD,0.139,101.47000000000001,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:40:57.229876
m6gd.12xlarge,AWS,Asia Pacific (Seoul),48,192.0,2,2 x 1425 NVMe SSD,2.6688,1948.224,,USD,General purpose,20 Gigabit,2025-08-27 14:40:57.229969
i3en.24xlarge,AWS,Asia Pacific (Malaysia),96,768.0,8,8 x 7500 NVMe SSD,11.707,8546.11,,USD,Storage optimized,100 Gigabit,2025-08-27 14:40:57.230062
i4g.4xlarge,AWS,EU (Ireland),16,128.0,1,1 x 3750 SSD,1.36159,993.9607000000001,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:40:57.230166
c5.24xlarge,AWS,EU (London),96,192.0,0,EBS only,4.848,3539.04,,USD,Compute optimized,25 Gigabit,2025-08-27 14:40:57.230259
r7gd.medium,AWS,Asia Pacific (Malaysia),1,8.0,1,1 x 59 NVMe SSD,0.0699,51.027,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:40:57.230353
m6gd.12xlarge,AWS,Asia Pacific (Mumbai),48,192.0,2,2 x 1425 NVMe SSD,1.4496,1058.208,,USD,General purpose,20 Gigabit,2025-08-27 14:40:57.230445
c5d.4xlarge,AWS,US East (Minneapolis),16,32.0,1,1 x 400 NVMe SSD,0.96,700.8,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.230482
m7i.16xlarge,AWS,Asia Pacific (Seoul),64,256.0,0,EBS only,3.9648,2894.304,,USD,General purpose,25000 Megabit,2025-08-27 14:40:57.230568
m7g.metal,AWS,Asia Pacific (Jakarta),64,256.0,0,EBS only,3.264,2382.72,,USD,General purpose,30 Gigabit,2025-08-27 14:40:57.230662
c5d.metal,AWS,Asia Pacific (Melbourne),96,192.0,4,4 x 900 NVMe SSD,6.048,4415.04,,USD,Compute optimized,25 Gigabit,2025-08-27 14:40:57.230754
c6gn.xlarge,AWS,Asia Pacific (Mumbai),4,8.0,0,EBS only,0.173,126.28999999999999,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:40:57.230844
c5.18xlarge,AWS,Asia Pacific (Sydney),72,144.0,0,EBS only,3.996,2917.08,,USD,Compute optimized,25 Gigabit,2025-08-27 14:40:57.230935
t2.2xlarge,AWS,EU (Paris),8,32.0,0,EBS only,0.4224,308.352,,USD,General purpose,Moderate,2025-08-27 14:40:57.231027
c5.2xlarge,AWS,EU (Frankfurt),8,16.0,0,EBS only,0.388,283.24,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.231119
m6i.16xlarge,AWS,US East (N. Virginia),64,256.0,0,EBS only,3.072,2242.56,,USD,General purpose,25000 Megabit,2025-08-27 14:40:57.231209
x1e.xlarge,AWS,Asia Pacific (Osaka),4,122.0,1,1 x 120 SSD,1.209,882.57,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:40:57.231306
r8g.4xlarge,AWS,Asia Pacific (Jakarta),16,128.0,0,EBS only,1.13696,829.9807999999999,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:40:57.231406
m6id.metal,AWS,US East (Atlanta),128,512.0,4,4 x 1900 NVMe SSD,9.49184,6929.0432,,USD,General purpose,50000 Megabit,2025-08-27 14:40:57.231440
c8g.large,AWS,US West (N. California),2,4.0,0,EBS only,0.09912,72.3576,,USD,Compute optimized,Up to 12.5 Gigabit,2025-08-27 14:40:57.231526
m6idn.24xlarge,AWS,Asia Pacific (Singapore),96,384.0,4,4 x 1425 NVMe SSD,9.37872,6846.4655999999995,,USD,General purpose,150000 Megabit,2025-08-27 14:40:57.231621
m5a.large,AWS,EU (Milan),2,8.0,0,EBS only,0.101,73.73,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:40:57.231718
c6in.8xlarge,AWS,EU (London),32,64.0,0,EBS only,2.1504,1569.792,,USD,Compute optimized,50000 Megabit,2025-08-27 14:40:57.231812
m7i.4xlarge,AWS,Asia Pacific (Tokyo),16,64.0,0,EBS only,1.0416,760.368,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:40:57.231907
g5g.xlarge,AWS,Asia Pacific (Singapore),4,8.0,0,EBS only,0.5877,429.021,,USD,GPU instance,Up to 10 Gigabit,2025-08-27 14:40:57.231997
r6i.2xlarge,AWS,Mexico (Central),8,64.0,0,EBS only,0.5292,386.31600000000003,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:40:57.232089
m6gd.12xlarge,AWS,EU (Frankfurt),48,192.0,2,2 x 1425 NVMe SSD,2.616,1909.68,,USD,General purpose,20 Gigabit,2025-08-27 14:40:57.232180
r7g.16xlarge,AWS,Europe (Zurich),64,512.0,0,EBS only,4.5478,3319.894,,USD,Memory optimized,30 Gigabit,2025-08-27 14:40:57.232274
r6i.32xlarge,AWS,Europe (Zurich),128,1024.0,0,EBS only,10.7008,7811.584,,USD,Memory optimized,50000 Megabit,2025-08-27 14:40:57.232365
c7i-flex.large,AWS,Asia Pacific (Taipei),2,4.0,0,EBS only,0.09606,70.1238,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:40:57.232401
g6.4xlarge,AWS,AWS GovCloud (US-West),16,64.0,1,1 x 600 GB NVMe SSD,1.66781,1217.5013,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:40:57.232488
r5d.2xlarge,AWS,US East (Boston),8,64.0,1,1 x 300 NVMe SSD,0.72,525.6,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:40:57.232520
c6g.xlarge,AWS,EU (Stockholm),4,8.0,0,EBS only,0.146,106.58,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:40:57.232610
g4dn.2xlarge,AWS,US West (Las Vegas),8,32.0,225,225 GB NVMe SSD,1.015,740.9499999999999,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:40:57.232646
r6id.16xlarge,AWS,Asia Pacific (Tokyo),64,512.0,2,2 x 1900 NVMe SSD,5.8464,4267.872,,USD,Memory optimized,25000 Megabit,2025-08-27 14:40:57.232738
m5n.2xlarge,AWS,EU (Frankfurt),8,32.0,0,EBS only,0.564,411.71999999999997,,USD,General purpose,Up to 25 Gigabit,2025-08-27 14:40:57.232833
m6i.24xlarge,AWS,Canada West (Calgary),96,384.0,0,EBS only,5.136,3749.28,,USD,General purpose,37500 Megabit,2025-08-27 14:40:57.232928
m6in.metal,AWS,Europe (Spain),128,512.0,0,EBS only,9.93152,7250.0096,,USD,General purpose,200000 Megabit,2025-08-27 14:41:00.410908
m7i.12xlarge,AWS,Asia Pacific (Mumbai),48,192.0,0,EBS only,2.5452,1857.9959999999999,,USD,General purpose,18750 Megabit,2025-08-27 14:41:00.411043
c6g.8xlarge,AWS,EU (Paris),32,64.0,0,EBS only,1.296,946.08,,USD,Compute optimized,12 Gigabit,2025-08-27 14:41:00.411145
m7g.xlarge,AWS,EU (Frankfurt),4,16.0,0,EBS only,0.1955,142.715,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:41:00.411246
c6gn.12xlarge,AWS,EU (London),48,96.0,0,EBS only,2.46,1795.8,,USD,Compute optimized,75 Gigabit,2025-08-27 14:41:00.411340
c6gn.large,AWS,Asia Pacific (Osaka),2,4.0,0,EBS only,0.10922,79.7306,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:41:00.411434
t4g.large,AWS,US East (Ohio),2,8.0,0,EBS only,0.0672,49.056,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:41:00.411529
r5b.xlarge,AWS,EU (Frankfurt),4,32.0,0,EBS only,0.356,259.88,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:41:00.411623
c6gn.2xlarge,AWS,US East (Dallas),8,16.0,0,EBS only,0.432,315.36,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:41:00.411658
m6gd.metal,AWS,Asia Pacific (Sydney),64,256.0,2,2 x 1900 NVMe SSD,3.648,2663.04,,USD,General purpose,25 Gigabit,2025-08-27 14:41:00.411749
r7a.2xlarge,AWS,US East (N. Virginia),8,64.0,0,EBS only,0.6086,444.278,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:41:00.411848
m5a.4xlarge,AWS,US West (N. California),16,64.0,0,EBS only,0.808,589.84,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:41:00.412031
m6id.large,AWS,Israel (Tel Aviv),2,8.0,1,1 x 118 NVMe SSD,0.13892,101.41159999999999,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:41:00.412125
c5n.metal,AWS,Asia Pacific (Osaka),72,192.0,0,EBS only,4.896,3574.08,,USD,Compute optimized,100 Gigabit,2025-08-27 14:41:00.412222
m6i.12xlarge,AWS,Asia Pacific (Malaysia),48,192.0,0,EBS only,2.448,1787.04,,USD,General purpose,18750 Megabit,2025-08-27 14:41:00.412315
i3en.6xlarge,AWS,Asia Pacific (Hong Kong),24,192.0,2,2 x 7500 NVMe SSD,3.58,2613.4,,USD,Storage optimized,25 Gigabit,2025-08-27 14:41:00.412410
c6g.8xlarge,AWS,Israel (Tel Aviv),32,64.0,0,EBS only,1.2256,894.688,,USD,Compute optimized,12 Gigabit,2025-08-27 14:41:00.412502
m8g.xlarge,AWS,EU (Frankfurt),4,16.0,0,EBS only,0.21508,157.0084,,USD,General purpose,Up to 12.5 Gigabit,2025-08-27 14:41:00.412593
g6f.large,AWS,US East (Ohio),2,8.0,1,1 x 100 NVMe SSD,0.202,147.46,,USD,GPU instance,Up to 10 Gigabit,2025-08-27 14:41:00.412628
c8g.xlarge,AWS,US West (Oregon),4,8.0,0,EBS only,0.15952,116.44959999999999,,USD,Compute optimized,Up to 12.5 Gigabit,2025-08-27 14:41:00.412714
i4i.24xlarge,AWS,Middle East (Bahrain),96,768.0,6,6 x 3750 NVMe SSD,9.9792,7284.816000000001,,USD,Storage optimized,56250 Megabit,2025-08-27 14:41:00.412812
c5n.2xlarge,AWS,Asia Pacific (Hong Kong),8,21.0,0,EBS only,0.572,417.55999999999995,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:41:00.412905
r7i.metal-24xl,AWS,EU (Stockholm),96,768.0,0,EBS only,6.7536,4930.128,,USD,Memory optimized,37500 Megabit,2025-08-27 14:41:00.412997
c7g.4xlarge,AWS,Asia Pacific (Tokyo),16,32.0,0,EBS only,0.7277,531.221,,USD,Compute optimized,Up to 15 Gigabit,2025-08-27 14:41:00.413088
c6i.24xlarge,AWS,Asia Pacific (Hong Kong),96,192.0,0,EBS only,5.184,3784.32,,USD,Compute optimized,37500 Megabit,2025-08-27 14:41:00.413179
m5.24xlarge,AWS,Israel (Tel Aviv),96,384.0,0,EBS only,5.393,3936.89,,USD,General purpose,25 Gigabit,2025-08-27 14:41:00.413269
m5a.8xlarge,AWS,AWS GovCloud (US-West),32,128.0,0,EBS only,1.744,1273.12,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:41:00.413359
r3.4xlarge,AWS,EU (Ireland),16,122.0,1,1 x 320 SSD,1.482,1081.86,,USD,Memory optimized,High,2025-08-27 14:41:00.413451
m6in.xlarge,AWS,Asia Pacific (Singapore),4,16.0,0,EBS only,0.34164,249.3972,,USD,General purpose,Up to 30000 Megabit,2025-08-27 14:41:00.413541
m5dn.8xlarge,AWS,US East (Ohio),32,128.0,2,2 x 600 NVMe SSD,2.176,1588.48,,USD,General purpose,25 Gigabit,2025-08-27 14:41:00.413718
x2iedn.32xlarge,AWS,AWS GovCloud (US-East),128,4096.0,2,2 x 1900 NVMe SSD,32.012,23368.760000000002,,USD,Memory optimized,100 Gigabit,2025-08-27 14:41:00.413812
c6i.metal,AWS,US West (Phoenix),128,256.0,0,EBS only,6.528,4765.44,,USD,Compute optimized,50000 Megabit,2025-08-27 14:41:00.413847
